[GIN] 2026/05/24 - 13:46:56 | 200 |       0s |       127.0.0.1 | GET      "/images/post-7-570x528.jpg"
[GIN] 2026/05/24 - 13:46:56 | 200 |       0s |       127.0.0.1 | GET      "/images/project-9-270x220.jpg"
[GIN] 2026/05/24 - 13:46:57 | 200 |       0s |       127.0.0.1 | GET      "/images/clients-2-200x90.png"
[GIN] 2026/05/24 - 13:46:57 | 200 |       0s |       127.0.0.1 | GET      "/images/clients-4-200x90.png"
[GIN] 2026/05/24 - 13:46:57 | 200 |       0s |       127.0.0.1 | GET      "/images/clients-6-200x90.png"
[GIN] 2026/05/24 - 13:46:57 | 200 |       0s |       127.0.0.1 | GET      "/images/clients-22-200x90.png"
[GIN] 2026/05/24 - 13:46:57 | 200 |       0s |       127.0.0.1 | GET      "/images/clients-3-200x90.png"
[GIN] 2026/05/24 - 13:46:57 | 200 |       0s |       127.0.0.1 | GET      "/images/clients-23-200x90.png"
[GIN] 2026/05/24 - 13:46:57 | 200 |   3.15ms |       127.0.0.1 | GET      "/js/core.min.js"
[GIN] 2026/05/24 - 13:46:57 | 200 |  633.3µs |       127.0.0.1 | GET      "/js/script.js"
[GIN] 2026/05/24 - 13:46:57 | 200 |    1.5ms |       127.0.0.1 | GET      "/images/about-1-835x418.jpg"
[GIN] 2026/05/24 - 13:46:57 | 200 |  788.9µs |       127.0.0.1 | GET      "/images/about-2-835x418.jpg"
[GIN] 2026/05/24 - 13:46:57 | 200 |  797.6µs |       127.0.0.1 | GET      "/images/about-3-835x418.jpg"
[GIN] 2026/05/24 - 13:46:57 | 200 |      1ms |       127.0.0.1 | GET      "/images/about-4-835x418.jpg"
